Sender;Recipient;EventDate;month;year
36;102;2010-04-08 08:59:46;4;2010
36;132;2010-04-08 08:59:46;4;2010
132;36;2010-04-08 08:59:46;4;2010
36;45;2010-04-08 08:59:56;4;2010
27;45;2010-04-08 09:00:29;4;2010
85;8;2010-04-08 09:01:04;4;2010
126;136;2010-04-08 09:02:09;4;2010
47;11;2010-04-08 09:04:42;4;2010
166;161;2010-04-08 09:05:48;4;2010
166;102;2010-04-08 09:05:48;4;2010
133;11;2010-04-08 09:06:42;4;2010
166;45;2010-04-08 09:07:17;4;2010
45;166;2010-04-08 09:07:47;4;2010
141;149;2010-04-08 09:08:19;4;2010
103;136;2010-04-08 09:15:38;4;2010
103;85;2010-04-08 09:15:38;4;2010
103;141;2010-04-08 09:15:38;4;2010
103;69;2010-04-08 09:15:38;4;2010
103;166;2010-04-08 09:15:38;4;2010
11;47;2010-04-08 09:16:08;4;2010
11;133;2010-04-08 09:16:19;4;2010
47;11;2010-04-08 09:16:23;4;2010
11;133;2010-04-08 09:16:27;4;2010
97;57;2010-04-08 09:17:39;4;2010
11;133;2010-04-08 09:20:38;4;2010
133;11;2010-04-08 09:22:12;4;2010
107;45;2010-04-08 09:22:13;4;2010
133;11;2010-04-08 09:22:27;4;2010
133;11;2010-04-08 09:22:29;4;2010
11;133;2010-04-08 09:22:48;4;2010
133;11;2010-04-08 09:23:03;4;2010
103;81;2010-04-08 09:23:11;4;2010
102;166;2010-04-08 09:23:38;4;2010
11;133;2010-04-08 09:24:07;4;2010
107;45;2010-04-08 09:24:29;4;2010
11;133;2010-04-08 09:24:48;4;2010
166;103;2010-04-08 09:27:13;4;2010
166;136;2010-04-08 09:27:13;4;2010
103;166;2010-04-08 09:28:12;4;2010
97;57;2010-04-08 09:29:30;4;2010
36;107;2010-04-08 09:29:45;4;2010
36;102;2010-04-08 09:29:45;4;2010
97;90;2010-04-08 09:31:22;4;2010
107;36;2010-04-08 09:32:36;4;2010
80;11;2010-04-08 09:33:11;4;2010
133;11;2010-04-08 09:35:58;4;2010
36;107;2010-04-08 09:36:12;4;2010
128;85;2010-04-08 09:36:51;4;2010
54;166;2010-04-08 09:36:55;4;2010
133;11;2010-04-08 09:37:12;4;2010
95;39;2010-04-08 09:37:18;4;2010
11;133;2010-04-08 09:37:36;4;2010
166;90;2010-04-08 09:38:08;4;2010
11;133;2010-04-08 09:39:13;4;2010
133;11;2010-04-08 09:39:41;4;2010
133;11;2010-04-08 09:40:37;4;2010
11;133;2010-04-08 09:40:45;4;2010
11;133;2010-04-08 09:41:56;4;2010
133;11;2010-04-08 09:42:02;4;2010
133;11;2010-04-08 09:42:48;4;2010
11;133;2010-04-08 09:43:45;4;2010
136;166;2010-04-08 09:44:11;4;2010
136;19;2010-04-08 09:46:46;4;2010
152;45;2010-04-08 09:47:20;4;2010
85;36;2010-04-08 09:47:27;4;2010
136;73;2010-04-08 09:47:32;4;2010
118;86;2010-04-08 09:48:45;4;2010
18;90;2010-04-08 09:49:56;4;2010
18;163;2010-04-08 09:49:56;4;2010
18;110;2010-04-08 09:49:56;4;2010
18;129;2010-04-08 09:49:56;4;2010
90;166;2010-04-08 09:54:44;4;2010
103;154;2010-04-08 09:55:30;4;2010
103;85;2010-04-08 09:56:19;4;2010
103;54;2010-04-08 09:56:19;4;2010
103;8;2010-04-08 09:56:19;4;2010
103;128;2010-04-08 09:56:19;4;2010
103;36;2010-04-08 09:56:19;4;2010
103;102;2010-04-08 09:56:19;4;2010
30;77;2010-04-08 09:58:07;4;2010
154;64;2010-04-08 10:06:01;4;2010
103;154;2010-04-08 10:06:16;4;2010
64;154;2010-04-08 10:06:53;4;2010
161;166;2010-04-08 10:09:40;4;2010
8;103;2010-04-08 10:10:48;4;2010
85;83;2010-04-08 10:16:21;4;2010
55;102;2010-04-08 10:22:03;4;2010
55;36;2010-04-08 10:22:03;4;2010
36;55;2010-04-08 10:23:17;4;2010
102;55;2010-04-08 10:26:23;4;2010
47;82;2010-04-08 10:28:39;4;2010
36;55;2010-04-08 10:29:06;4;2010
36;102;2010-04-08 10:29:06;4;2010
135;98;2010-04-08 10:37:44;4;2010
52;80;2010-04-08 10:39:09;4;2010
52;11;2010-04-08 10:39:09;4;2010
52;148;2010-04-08 10:39:09;4;2010
11;52;2010-04-08 10:39:55;4;2010
80;52;2010-04-08 10:40:20;4;2010
98;135;2010-04-08 10:43:42;4;2010
19;136;2010-04-08 10:46:36;4;2010
148;52;2010-04-08 10:50:43;4;2010
130;30;2010-04-08 10:51:43;4;2010
88;154;2010-04-08 10:51:45;4;2010
88;110;2010-04-08 10:51:45;4;2010
83;13;2010-04-08 10:55:59;4;2010
80;52;2010-04-08 11:00:21;4;2010
128;166;2010-04-08 11:01:36;4;2010
135;69;2010-04-08 11:01:48;4;2010
13;83;2010-04-08 11:03:30;4;2010
69;135;2010-04-08 11:03:34;4;2010
52;80;2010-04-08 11:05:16;4;2010
128;107;2010-04-08 11:05:42;4;2010
166;128;2010-04-08 11:07:59;4;2010
32;88;2010-04-08 11:08:45;4;2010
128;166;2010-04-08 11:08:57;4;2010
90;69;2010-04-08 11:10:46;4;2010
102;166;2010-04-08 11:12:54;4;2010
135;148;2010-04-08 11:13:34;4;2010
13;90;2010-04-08 11:13:55;4;2010
166;102;2010-04-08 11:17:40;4;2010
150;137;2010-04-08 11:22:24;4;2010
137;150;2010-04-08 11:23:00;4;2010
135;69;2010-04-08 11:29:26;4;2010
135;33;2010-04-08 11:29:26;4;2010
45;107;2010-04-08 11:30:26;4;2010
80;148;2010-04-08 11:33:11;4;2010
148;80;2010-04-08 11:37:52;4;2010
8;107;2010-04-08 11:43:13;4;2010
118;17;2010-04-08 11:45:25;4;2010
155;136;2010-04-08 11:52:37;4;2010
108;117;2010-04-08 11:55:58;4;2010
108;94;2010-04-08 11:55:58;4;2010
94;108;2010-04-08 11:56:44;4;2010
117;108;2010-04-08 11:56:49;4;2010
155;36;2010-04-08 12:00:12;4;2010
166;54;2010-04-08 12:00:45;4;2010
54;166;2010-04-08 12:03:11;4;2010
102;36;2010-04-08 12:05:18;4;2010
162;77;2010-04-08 12:06:04;4;2010
102;36;2010-04-08 12:06:55;4;2010
36;102;2010-04-08 12:07:41;4;2010
35;90;2010-04-08 12:09:03;4;2010
17;130;2010-04-08 12:09:37;4;2010
66;89;2010-04-08 12:16:02;4;2010
89;66;2010-04-08 12:17:53;4;2010
103;153;2010-04-08 12:18:29;4;2010
81;103;2010-04-08 12:22:07;4;2010
166;44;2010-04-08 12:23:09;4;2010
128;85;2010-04-08 12:23:37;4;2010
77;69;2010-04-08 12:24:46;4;2010
77;123;2010-04-08 12:24:46;4;2010
77;33;2010-04-08 12:24:46;4;2010
77;136;2010-04-08 12:24:46;4;2010
77;19;2010-04-08 12:24:46;4;2010
8;81;2010-04-08 12:26:09;4;2010
11;80;2010-04-08 12:29:13;4;2010
35;90;2010-04-08 12:30:27;4;2010
166;84;2010-04-08 12:30:43;4;2010
166;141;2010-04-08 12:30:43;4;2010
85;128;2010-04-08 12:32:03;4;2010
19;77;2010-04-08 12:33:19;4;2010
17;112;2010-04-08 12:37:30;4;2010
17;57;2010-04-08 12:37:30;4;2010
17;156;2010-04-08 12:37:30;4;2010
8;81;2010-04-08 12:39:43;4;2010
32;88;2010-04-08 12:40:18;4;2010
44;166;2010-04-08 12:43:18;4;2010
54;60;2010-04-08 12:43:55;4;2010
60;54;2010-04-08 12:44:48;4;2010
36;155;2010-04-08 12:48:03;4;2010
85;136;2010-04-08 12:48:03;4;2010
85;39;2010-04-08 12:48:03;4;2010
39;81;2010-04-08 12:50:40;4;2010
54;60;2010-04-08 12:52:11;4;2010
60;54;2010-04-08 12:52:46;4;2010
152;69;2010-04-08 12:54:36;4;2010
102;166;2010-04-08 12:55:01;4;2010
118;78;2010-04-08 13:02:37;4;2010
11;133;2010-04-08 13:04:25;4;2010
36;102;2010-04-08 13:07:17;4;2010
36;132;2010-04-08 13:07:17;4;2010
94;117;2010-04-08 13:09:02;4;2010
69;90;2010-04-08 13:09:30;4;2010
117;94;2010-04-08 13:16:21;4;2010
117;94;2010-04-08 13:20:06;4;2010
94;117;2010-04-08 13:20:11;4;2010
94;117;2010-04-08 13:20:34;4;2010
153;103;2010-04-08 13:20:35;4;2010
117;94;2010-04-08 13:21:30;4;2010
36;132;2010-04-08 13:25:01;4;2010
90;35;2010-04-08 13:25:31;4;2010
17;45;2010-04-08 13:26:48;4;2010
135;19;2010-04-08 13:27:30;4;2010
135;19;2010-04-08 13:28:14;4;2010
45;17;2010-04-08 13:31:01;4;2010
153;69;2010-04-08 13:31:28;4;2010
90;35;2010-04-08 13:32:17;4;2010
35;90;2010-04-08 13:33:11;4;2010
52;80;2010-04-08 13:33:14;4;2010
52;11;2010-04-08 13:33:14;4;2010
52;148;2010-04-08 13:33:14;4;2010
80;52;2010-04-08 13:33:19;4;2010
112;17;2010-04-08 13:34:49;4;2010
128;85;2010-04-08 13:35:04;4;2010
45;17;2010-04-08 13:35:16;4;2010
136;77;2010-04-08 13:35:17;4;2010
39;150;2010-04-08 13:35:19;4;2010
17;45;2010-04-08 13:35:25;4;2010
150;39;2010-04-08 13:36:04;4;2010
112;17;2010-04-08 13:36:10;4;2010
107;128;2010-04-08 13:38:33;4;2010
128;107;2010-04-08 13:38:37;4;2010
128;107;2010-04-08 13:39:04;4;2010
107;8;2010-04-08 13:39:17;4;2010
107;128;2010-04-08 13:41:25;4;2010
128;107;2010-04-08 13:42:34;4;2010
83;102;2010-04-08 13:42:52;4;2010
136;84;2010-04-08 13:44:14;4;2010
136;141;2010-04-08 13:44:14;4;2010
136;19;2010-04-08 13:44:14;4;2010
136;166;2010-04-08 13:44:14;4;2010
136;39;2010-04-08 13:44:14;4;2010
102;83;2010-04-08 13:49:15;4;2010
103;81;2010-04-08 13:50:28;4;2010
54;166;2010-04-08 13:55:10;4;2010
130;97;2010-04-08 13:56:34;4;2010
17;112;2010-04-08 14:00:59;4;2010
69;135;2010-04-08 14:01:39;4;2010
69;77;2010-04-08 14:02:18;4;2010
36;83;2010-04-08 14:04:47;4;2010
36;85;2010-04-08 14:04:47;4;2010
90;129;2010-04-08 14:08:29;4;2010
90;35;2010-04-08 14:08:29;4;2010
90;154;2010-04-08 14:08:29;4;2010
90;119;2010-04-08 14:08:29;4;2010
35;90;2010-04-08 14:08:33;4;2010
35;161;2010-04-08 14:08:33;4;2010
35;90;2010-04-08 14:09:01;4;2010
19;135;2010-04-08 14:15:21;4;2010
19;135;2010-04-08 14:15:42;4;2010
19;136;2010-04-08 14:15:59;4;2010
61;14;2010-04-08 14:16:48;4;2010
83;85;2010-04-08 14:16:53;4;2010
90;35;2010-04-08 14:16:54;4;2010
161;35;2010-04-08 14:17:06;4;2010
103;85;2010-04-08 14:18:42;4;2010
129;90;2010-04-08 14:19:43;4;2010
129;35;2010-04-08 14:20:34;4;2010
35;129;2010-04-08 14:21:12;4;2010
119;90;2010-04-08 14:25:57;4;2010
135;119;2010-04-08 14:30:24;4;2010
135;119;2010-04-08 14:30:42;4;2010
128;85;2010-04-08 14:31:03;4;2010
85;36;2010-04-08 14:39:10;4;2010
3;82;2010-04-08 14:41:40;4;2010
119;135;2010-04-08 14:43:20;4;2010
119;135;2010-04-08 14:43:56;4;2010
148;52;2010-04-08 14:48:28;4;2010
118;86;2010-04-08 14:57:21;4;2010
36;132;2010-04-08 15:05:26;4;2010
36;102;2010-04-08 15:05:26;4;2010
80;11;2010-04-08 15:07:50;4;2010
156;17;2010-04-08 15:28:02;4;2010
121;156;2010-04-08 15:34:52;4;2010
121;36;2010-04-08 15:34:52;4;2010
156;121;2010-04-08 15:36:13;4;2010
36;86;2010-04-08 15:41:48;4;2010
36;83;2010-04-08 15:41:48;4;2010
36;69;2010-04-08 15:41:48;4;2010
36;136;2010-04-08 15:41:48;4;2010
36;163;2010-04-08 15:41:48;4;2010
36;90;2010-04-08 15:41:48;4;2010
36;148;2010-04-08 15:41:48;4;2010
36;80;2010-04-08 15:41:48;4;2010
36;85;2010-04-08 15:41:48;4;2010
36;121;2010-04-08 15:41:54;4;2010
8;130;2010-04-08 16:46:03;4;2010
86;69;2010-04-08 21:25:51;4;2010
133;11;2010-04-09 05:35:11;4;2010
133;80;2010-04-09 05:56:54;4;2010
133;161;2010-04-09 05:56:54;4;2010
133;136;2010-04-09 05:56:54;4;2010
133;62;2010-04-09 05:56:54;4;2010
74;90;2010-04-09 06:16:40;4;2010
74;41;2010-04-09 06:16:40;4;2010
74;127;2010-04-09 06:16:40;4;2010
33;162;2010-04-09 06:26:42;4;2010
133;80;2010-04-09 06:30:36;4;2010
133;161;2010-04-09 06:30:36;4;2010
133;136;2010-04-09 06:30:36;4;2010
133;19;2010-04-09 06:30:36;4;2010
133;141;2010-04-09 06:30:36;4;2010
84;166;2010-04-09 06:36:44;4;2010
84;136;2010-04-09 06:36:55;4;2010
84;136;2010-04-09 06:37:39;4;2010
19;133;2010-04-09 06:45:58;4;2010
65;35;2010-04-09 06:48:25;4;2010
127;74;2010-04-09 06:49:20;4;2010
17;133;2010-04-09 06:53:31;4;2010
35;90;2010-04-09 06:53:43;4;2010
11;133;2010-04-09 06:54:13;4;2010
133;17;2010-04-09 06:54:17;4;2010
81;39;2010-04-09 06:55:09;4;2010
136;133;2010-04-09 06:55:44;4;2010
136;141;2010-04-09 06:55:44;4;2010
136;62;2010-04-09 06:55:44;4;2010
136;19;2010-04-09 06:55:44;4;2010
136;133;2010-04-09 06:55:56;4;2010
142;117;2010-04-09 06:55:58;4;2010
133;62;2010-04-09 06:59:00;4;2010
133;17;2010-04-09 06:59:00;4;2010
133;11;2010-04-09 06:59:10;4;2010
133;11;2010-04-09 07:00:04;4;2010
133;136;2010-04-09 07:00:18;4;2010
11;133;2010-04-09 07:00:27;4;2010
11;133;2010-04-09 07:00:52;4;2010
129;163;2010-04-09 07:03:34;4;2010
129;18;2010-04-09 07:03:34;4;2010
129;110;2010-04-09 07:03:34;4;2010
129;14;2010-04-09 07:03:34;4;2010
129;158;2010-04-09 07:03:34;4;2010
39;166;2010-04-09 07:03:40;4;2010
110;129;2010-04-09 07:04:44;4;2010
19;136;2010-04-09 07:04:59;4;2010
14;61;2010-04-09 07:05:33;4;2010
14;129;2010-04-09 07:05:46;4;2010
166;152;2010-04-09 07:07:38;4;2010
161;133;2010-04-09 07:10:45;4;2010
152;166;2010-04-09 07:10:53;4;2010
90;35;2010-04-09 07:11:21;4;2010
133;11;2010-04-09 07:11:29;4;2010
41;74;2010-04-09 07:14:35;4;2010
54;128;2010-04-09 07:22:54;4;2010
41;90;2010-04-09 07:24:16;4;2010
41;163;2010-04-09 07:24:16;4;2010
41;18;2010-04-09 07:24:16;4;2010
41;110;2010-04-09 07:24:16;4;2010
90;41;2010-04-09 07:25:04;4;2010
90;74;2010-04-09 07:27:15;4;2010
136;69;2010-04-09 07:33:37;4;2010
136;86;2010-04-09 07:33:37;4;2010
136;163;2010-04-09 07:33:37;4;2010
136;19;2010-04-09 07:33:37;4;2010
136;133;2010-04-09 07:33:37;4;2010
136;141;2010-04-09 07:33:37;4;2010
136;62;2010-04-09 07:33:37;4;2010
136;36;2010-04-09 07:33:37;4;2010
136;85;2010-04-09 07:33:37;4;2010
136;155;2010-04-09 07:33:37;4;2010
136;161;2010-04-09 07:33:37;4;2010
118;86;2010-04-09 07:36:13;4;2010
118;121;2010-04-09 07:36:13;4;2010
166;152;2010-04-09 07:37:01;4;2010
166;136;2010-04-09 07:37:01;4;2010
130;66;2010-04-09 07:44:07;4;2010
130;89;2010-04-09 07:44:07;4;2010
19;136;2010-04-09 07:45:48;4;2010
80;133;2010-04-09 07:50:44;4;2010
123;77;2010-04-09 07:50:55;4;2010
163;18;2010-04-09 07:59:57;4;2010
163;154;2010-04-09 07:59:57;4;2010
163;110;2010-04-09 07:59:57;4;2010
163;41;2010-04-09 07:59:57;4;2010
163;90;2010-04-09 07:59:57;4;2010
163;129;2010-04-09 07:59:57;4;2010
163;14;2010-04-09 07:59:57;4;2010
161;136;2010-04-09 08:00:45;4;2010
35;129;2010-04-09 08:02:16;4;2010
118;89;2010-04-09 08:06:39;4;2010
135;57;2010-04-09 08:07:43;4;2010
130;8;2010-04-09 08:07:44;4;2010
39;136;2010-04-09 08:07:55;4;2010
13;90;2010-04-09 08:08:40;4;2010
135;33;2010-04-09 08:09:04;4;2010
161;102;2010-04-09 08:13:10;4;2010
161;166;2010-04-09 08:13:10;4;2010
54;8;2010-04-09 08:14:15;4;2010
146;133;2010-04-09 08:15:02;4;2010
128;54;2010-04-09 08:17:27;4;2010
60;13;2010-04-09 08:18:11;4;2010
166;84;2010-04-09 08:22:54;4;2010
84;166;2010-04-09 08:24:04;4;2010
102;161;2010-04-09 08:24:19;4;2010
36;102;2010-04-09 08:25:52;4;2010
45;47;2010-04-09 08:25:55;4;2010
36;136;2010-04-09 08:26:08;4;2010
69;33;2010-04-09 08:26:32;4;2010
69;135;2010-04-09 08:26:32;4;2010
166;84;2010-04-09 08:26:46;4;2010
36;102;2010-04-09 08:27:20;4;2010
84;166;2010-04-09 08:27:58;4;2010
69;152;2010-04-09 08:33:08;4;2010
89;118;2010-04-09 08:33:44;4;2010
11;133;2010-04-09 08:34:24;4;2010
13;60;2010-04-09 08:36:39;4;2010
69;45;2010-04-09 08:36:46;4;2010
69;152;2010-04-09 08:36:46;4;2010
45;69;2010-04-09 08:37:24;4;2010
47;45;2010-04-09 08:38:41;4;2010
69;136;2010-04-09 08:38:56;4;2010
32;88;2010-04-09 08:41:18;4;2010
60;13;2010-04-09 08:42:58;4;2010
13;60;2010-04-09 08:46:51;4;2010
101;86;2010-04-09 08:48:54;4;2010
101;86;2010-04-09 08:49:42;4;2010
101;8;2010-04-09 08:50:58;4;2010
101;45;2010-04-09 08:52:50;4;2010
161;90;2010-04-09 08:52:55;4;2010
161;83;2010-04-09 08:52:55;4;2010
161;35;2010-04-09 08:52:55;4;2010
83;161;2010-04-09 08:59:31;4;2010
19;97;2010-04-09 08:59:37;4;2010
19;61;2010-04-09 08:59:37;4;2010
83;13;2010-04-09 08:59:55;4;2010
97;19;2010-04-09 08:59:58;4;2010
101;85;2010-04-09 09:00:45;4;2010
85;101;2010-04-09 09:01:37;4;2010
8;101;2010-04-09 09:04:05;4;2010
8;54;2010-04-09 09:04:48;4;2010
52;80;2010-04-09 09:05:02;4;2010
52;11;2010-04-09 09:05:02;4;2010
52;148;2010-04-09 09:05:02;4;2010
128;81;2010-04-09 09:05:09;4;2010
128;95;2010-04-09 09:05:09;4;2010
80;52;2010-04-09 09:05:45;4;2010
11;52;2010-04-09 09:05:47;4;2010
148;52;2010-04-09 09:05:50;4;2010
8;54;2010-04-09 09:05:59;4;2010
8;130;2010-04-09 09:08:09;4;2010
85;103;2010-04-09 09:08:14;4;2010
85;8;2010-04-09 09:08:14;4;2010
85;36;2010-04-09 09:08:14;4;2010
85;128;2010-04-09 09:08:14;4;2010
118;89;2010-04-09 09:08:48;4;2010
118;85;2010-04-09 09:08:48;4;2010
133;136;2010-04-09 09:10:37;4;2010
110;41;2010-04-09 09:11:20;4;2010
54;13;2010-04-09 09:14:37;4;2010
54;60;2010-04-09 09:14:37;4;2010
54;55;2010-04-09 09:14:37;4;2010
54;67;2010-04-09 09:14:37;4;2010
67;54;2010-04-09 09:15:26;4;2010
118;89;2010-04-09 09:16:27;4;2010
130;8;2010-04-09 09:16:53;4;2010
60;54;2010-04-09 09:17:01;4;2010
166;54;2010-04-09 09:20:49;4;2010
129;35;2010-04-09 09:21:47;4;2010
54;166;2010-04-09 09:22:02;4;2010
133;11;2010-04-09 09:22:07;4;2010
133;146;2010-04-09 09:22:16;4;2010
77;69;2010-04-09 09:23:20;4;2010
103;166;2010-04-09 09:24:29;4;2010
135;69;2010-04-09 09:30:44;4;2010
152;69;2010-04-09 09:32:15;4;2010
118;36;2010-04-09 09:33:00;4;2010
118;83;2010-04-09 09:33:00;4;2010
152;69;2010-04-09 09:33:09;4;2010
83;90;2010-04-09 09:33:16;4;2010
135;69;2010-04-09 09:33:37;4;2010
152;166;2010-04-09 09:33:50;4;2010
18;90;2010-04-09 09:35:47;4;2010
18;163;2010-04-09 09:35:47;4;2010
18;110;2010-04-09 09:35:47;4;2010
18;129;2010-04-09 09:35:47;4;2010
128;54;2010-04-09 09:36:24;4;2010
130;17;2010-04-09 09:40:58;4;2010
55;54;2010-04-09 09:41:19;4;2010
136;166;2010-04-09 09:43:00;4;2010
13;54;2010-04-09 09:51:19;4;2010
69;77;2010-04-09 09:53:38;4;2010
103;154;2010-04-09 09:55:34;4;2010
103;135;2010-04-09 09:55:34;4;2010
103;141;2010-04-09 09:55:34;4;2010
166;54;2010-04-09 09:55:49;4;2010
163;85;2010-04-09 09:55:53;4;2010
54;166;2010-04-09 09:59:48;4;2010
13;90;2010-04-09 10:00:52;4;2010
54;166;2010-04-09 10:01:36;4;2010
60;8;2010-04-09 10:02:29;4;2010
35;161;2010-04-09 10:03:04;4;2010
8;60;2010-04-09 10:03:05;4;2010
118;102;2010-04-09 10:04:12;4;2010
158;129;2010-04-09 10:05:28;4;2010
13;54;2010-04-09 10:06:37;4;2010
13;67;2010-04-09 10:07:14;4;2010
82;47;2010-04-09 10:07:17;4;2010
82;113;2010-04-09 10:07:17;4;2010
82;45;2010-04-09 10:07:17;4;2010
82;113;2010-04-09 10:08:11;4;2010
82;27;2010-04-09 10:09:16;4;2010
47;65;2010-04-09 10:09:31;4;2010
11;135;2010-04-09 10:09:40;4;2010
47;82;2010-04-09 10:09:46;4;2010
90;13;2010-04-09 10:11:19;4;2010
13;60;2010-04-09 10:11:57;4;2010
54;55;2010-04-09 10:13:18;4;2010
17;148;2010-04-09 10:13:37;4;2010
17;130;2010-04-09 10:13:43;4;2010
45;82;2010-04-09 10:14:34;4;2010
78;36;2010-04-09 10:16:30;4;2010
55;54;2010-04-09 10:18:09;4;2010
117;47;2010-04-09 10:19:52;4;2010
8;166;2010-04-09 10:20:21;4;2010
118;121;2010-04-09 10:22:45;4;2010
60;105;2010-04-09 10:24:51;4;2010
133;11;2010-04-09 10:25:42;4;2010
11;133;2010-04-09 10:26:50;4;2010
11;133;2010-04-09 10:27:22;4;2010
133;11;2010-04-09 10:28:54;4;2010
133;11;2010-04-09 10:29:17;4;2010
11;133;2010-04-09 10:30:05;4;2010
148;17;2010-04-09 10:32:27;4;2010
148;11;2010-04-09 10:33:17;4;2010
11;148;2010-04-09 10:33:37;4;2010
13;90;2010-04-09 10:34:29;4;2010
133;88;2010-04-09 10:40:03;4;2010
27;82;2010-04-09 10:43:58;4;2010
11;130;2010-04-09 10:44:02;4;2010
11;148;2010-04-09 10:44:02;4;2010
35;129;2010-04-09 10:45:26;4;2010
55;133;2010-04-09 10:46:49;4;2010
55;107;2010-04-09 10:46:49;4;2010
133;55;2010-04-09 10:48:12;4;2010
90;83;2010-04-09 10:49:32;4;2010
90;161;2010-04-09 10:49:48;4;2010
83;90;2010-04-09 10:50:08;4;2010
90;35;2010-04-09 10:50:19;4;2010
8;81;2010-04-09 10:57:27;4;2010
8;95;2010-04-09 10:57:27;4;2010
81;8;2010-04-09 10:59:21;4;2010
105;60;2010-04-09 11:02:10;4;2010
17;36;2010-04-09 11:02:26;4;2010
90;154;2010-04-09 11:02:32;4;2010
36;102;2010-04-09 11:03:30;4;2010
36;155;2010-04-09 11:03:30;4;2010
36;132;2010-04-09 11:03:30;4;2010
36;78;2010-04-09 11:03:53;4;2010
36;155;2010-04-09 11:05:35;4;2010
36;17;2010-04-09 11:05:41;4;2010
61;94;2010-04-09 11:05:44;4;2010
61;19;2010-04-09 11:05:56;4;2010
141;8;2010-04-09 11:06:49;4;2010
13;83;2010-04-09 11:07:20;4;2010
95;8;2010-04-09 11:08:18;4;2010
105;8;2010-04-09 11:08:18;4;2010
8;141;2010-04-09 11:08:24;4;2010
8;141;2010-04-09 11:11:15;4;2010
148;69;2010-04-09 11:11:44;4;2010
148;11;2010-04-09 11:11:47;4;2010
69;148;2010-04-09 11:12:12;4;2010
133;141;2010-04-09 11:12:59;4;2010
141;144;2010-04-09 11:13:42;4;2010
141;56;2010-04-09 11:13:42;4;2010
141;50;2010-04-09 11:13:42;4;2010
141;152;2010-04-09 11:13:42;4;2010
153;161;2010-04-09 11:14:12;4;2010
56;141;2010-04-09 11:14:26;4;2010
50;141;2010-04-09 11:14:49;4;2010
94;61;2010-04-09 11:27:35;4;2010
61;94;2010-04-09 11:29:21;4;2010
61;94;2010-04-09 11:30:20;4;2010
105;97;2010-04-09 11:30:58;4;2010
8;105;2010-04-09 11:31:40;4;2010
97;105;2010-04-09 11:31:45;4;2010
47;117;2010-04-09 11:32:58;4;2010
8;105;2010-04-09 11:33:46;4;2010
94;61;2010-04-09 11:34:01;4;2010
8;95;2010-04-09 11:35:49;4;2010
135;97;2010-04-09 11:40:58;4;2010
8;102;2010-04-09 11:43:07;4;2010
11;133;2010-04-09 11:45:16;4;2010
32;88;2010-04-09 11:46:04;4;2010
61;94;2010-04-09 11:46:48;4;2010
32;88;2010-04-09 11:47:33;4;2010
148;69;2010-04-09 11:48:33;4;2010
69;148;2010-04-09 11:48:50;4;2010
128;95;2010-04-09 11:57:40;4;2010
128;81;2010-04-09 11:57:40;4;2010
128;141;2010-04-09 12:03:11;4;2010
128;54;2010-04-09 12:03:11;4;2010
94;103;2010-04-09 12:04:00;4;2010
103;94;2010-04-09 12:04:34;4;2010
35;90;2010-04-09 12:06:21;4;2010
155;36;2010-04-09 12:08:37;4;2010
155;136;2010-04-09 12:09:59;4;2010
155;102;2010-04-09 12:10:56;4;2010
141;128;2010-04-09 12:13:14;4;2010
141;54;2010-04-09 12:13:14;4;2010
128;141;2010-04-09 12:15:18;4;2010
133;11;2010-04-09 12:17:15;4;2010
103;94;2010-04-09 12:18:31;4;2010
94;103;2010-04-09 12:21:09;4;2010
35;90;2010-04-09 12:22:15;4;2010
103;94;2010-04-09 12:24:02;4;2010
44;166;2010-04-09 12:30:11;4;2010
128;107;2010-04-09 12:39:00;4;2010
128;166;2010-04-09 12:39:00;4;2010
33;69;2010-04-09 12:40:40;4;2010
33;77;2010-04-09 12:42:45;4;2010
33;135;2010-04-09 12:44:30;4;2010
33;77;2010-04-09 12:45:32;4;2010
33;135;2010-04-09 12:47:14;4;2010
22;78;2010-04-09 12:50:22;4;2010
54;141;2010-04-09 12:58:25;4;2010
66;130;2010-04-09 13:01:30;4;2010
66;89;2010-04-09 13:01:30;4;2010
89;66;2010-04-09 13:02:52;4;2010
142;117;2010-04-09 13:05:44;4;2010
90;35;2010-04-09 13:05:45;4;2010
117;142;2010-04-09 13:19:17;4;2010
166;55;2010-04-09 13:20:27;4;2010
117;142;2010-04-09 13:22:29;4;2010
130;11;2010-04-09 13:23:57;4;2010
82;3;2010-04-09 13:25:46;4;2010
82;47;2010-04-09 13:27:03;4;2010
130;89;2010-04-09 13:31:05;4;2010
55;166;2010-04-09 13:33:36;4;2010
69;153;2010-04-09 13:34:14;4;2010
69;148;2010-04-09 13:34:56;4;2010
148;69;2010-04-09 13:35:46;4;2010
69;148;2010-04-09 13:36:50;4;2010
69;153;2010-04-09 13:38:22;4;2010
69;152;2010-04-09 13:38:57;4;2010
135;11;2010-04-09 13:40:40;4;2010
135;69;2010-04-09 13:41:15;4;2010
153;69;2010-04-09 13:41:40;4;2010
148;69;2010-04-09 13:43:20;4;2010
69;135;2010-04-09 13:44:14;4;2010
153;161;2010-04-09 13:45:03;4;2010
153;69;2010-04-09 13:45:23;4;2010
66;89;2010-04-09 13:46:49;4;2010
135;153;2010-04-09 13:47:06;4;2010
89;66;2010-04-09 13:48:00;4;2010
18;129;2010-04-09 13:51:06;4;2010
